name,위도,경도,전기차등록수,X500m충전소,X500m생활근린시설,주민등록세대,면수
주안1동제2노상주차장,37.4635298,126.6831111,0.280981958,0.035511364,0.240768095,0.946799994,57
주안1동제3노상주차장,37.46042855,126.6850358,0.280981958,0.028445513,0.330871492,0.946799994,26
주안1동제4노상주차장,37.46103383,126.6782479,0.280981958,0.033514493,0.330871492,0.946799994,55
주안1동제5노상주차장,37.4595184,126.6846475,0.280981958,0.028445513,0.345642541,0.946799994,17
주안2동제1노외주차장,37.45469924,126.6727222,0.280981958,0.081439394,0.165435746,0.946799994,14
주안2동제6노외주차장,37.4555312,126.6710165,0.280981958,0.081439394,0.165435746,0.946799994,19
주안2동제7노외주차장,37.4545482,126.6748744,0.280981958,0.101851852,0.220088626,0.946799994,26
주안2동제8노외주차장,37.4535198,126.6718726,0.280981958,0.081439394,0.143279173,0.946799994,35
주안2동제9노외주차장,37.45795096,126.6764675,0.280981958,0.081439394,0.283604136,0.946799994,28
주안3동제11노외주차장,37.4479155,126.674449,0.280981958,0.191666667,0.215657312,0.946799994,18
주안3동제12노외주차장,37.44453223,126.672004,0.280981958,0.115885417,0.090103397,0.946799994,48
주안3동제2노외주차장,37.44415139,126.672628,0.280981958,0.067307692,0.084194978,0.946799994,10
주안3동제7노외주차장,37.44741177,126.673452,0.280981958,0.191666667,0.197932053,0.946799994,15
주안3동제8노외주차장,37.4501275,126.6715401,0.280981958,0.494791667,0.135893648,0.946799994,23
주안4동제1노외주차장,37.453735,126.6833049,0.280981958,1,0.215657312,0.946799994,12
주안4동제2노외주차장,37.45563426,126.6874063,0.280981958,0.2421875,0.316100443,0.946799994,19
주안4동제4노외주차장,37.453139,126.685359,0.280981958,0.494791667,0.212703102,0.946799994,10
주안4동제5노외주차장,37.45351905,126.681849,0.280981958,1,0.200886263,0.946799994,8
주안4동제6노외주차장,37.453177,126.685958,0.280981958,0.326388889,0.200886263,0.946799994,4
주안4동제7노외주차장,37.4547373,126.683932,0.280981958,1,0.261447563,0.946799994,4
주안5동제2노상주차장,37.47026053,126.6837689,0.280981958,0.061755952,0.107828656,0.946799994,68
주안5동제3노상주차장,37.465929,126.6787272,0.280981958,0.031684028,0.177252585,0.946799994,97
주안5동제4노상주차장,37.4655003,126.6804371,0.280981958,0.024425287,0.220088626,0.946799994,30
주안5동제5노상주차장,37.4651055,126.681572,0.280981958,0.033514493,0.23633678,0.946799994,23
주안6동제1노상주차장,37.4598373,126.6910485,0.280981958,0.014227642,0.257016248,0.946799994,20
주안6동제1노외주차장,37.45918183,126.6906389,0.280981958,0.019301471,0.302806499,0.946799994,21
주안6동제2노상주차장,37.4597051,126.6860402,0.280981958,0.045717593,0.338257016,0.946799994,36
주안6동제2노외주차장,37.46413189,126.694017,0.280981958,0.012547348,0.11816839,0.946799994,31
주안6동제3노외주차장,37.46295507,126.686476,0.280981958,0.028445513,0.197932053,0.946799994,72
주안6동제4노외주차장,37.4597024,126.6916664,0.280981958,0.014227642,0.246676514,0.946799994,43
주안7동제1노상주차장,37.4477427,126.6780119,0.280981958,0.2421875,0.264401773,0.946799994,32
주안7동제1노외주차장,37.4468763,126.6748313,0.280981958,0.133928571,0.206794682,0.946799994,28
주안7동제2노외주차장,37.44570947,126.6756458,0.280981958,0.101851852,0.189069424,0.946799994,17
주안7동제3노외주차장,37.4462646,126.6786446,0.280981958,0.2421875,0.228951256,0.946799994,142
평생학습관부설주차장,37.44113975,126.669271,0.280981958,0.326388889,0.051698671,0.286869935,19
학익1동 제1노상주차장,37.44270985,126.6636517,0.280981958,0.101851852,0.100443131,0.286869935,39
학익1동 제2노상주차장,37.44213539,126.6363362,0.280981958,0.326388889,0.011816839,0.286869935,150
학익1동 제3노상주차장,37.43967712,126.6617997,0.280981958,0.033514493,0.050221566,0.286869935,52
학익1동제2노외주차장,37.44748072,126.652155,0.280981958,0.191666667,0.011816839,0.286869935,97
학익1동제3노외주차장,37.44517912,126.6575666,0.280981958,0.067307692,0.032496307,0.286869935,6
학익1동제5노외주차장,37.44077318,126.6544724,0.280981958,0.017650463,0.026587888,0.286869935,15
학익2동제1노상주차장,37.4419865,126.6676293,0.280981958,0.157986111,0.091580502,0.286869935,12
학익2동제1노외주차장,37.44777038,126.6638229,0.280981958,0.494791667,0.101920236,0.286869935,29
학익2동제2노상주차장,37.4417416,126.6718037,0.280981958,0.061755952,0.042836041,0.286869935,10
학익2동제3노외주차장,37.4446349,126.6643689,0.280981958,0.191666667,0.103397341,0.286869935,11
학익2동제4노외주차장,37.4451388,126.6639938,0.280981958,0.191666667,0.098966027,0.286869935,10
학익2동제5노외주차장,37.4464367,126.6645988,0.280981958,0.494791667,0.101920236,0.286869935,11
학익2동제6노외주차장,37.44621644,126.6636081,0.280981958,0.494791667,0.101920236,0.286869935,40
학익2동제7노외주차장,37.44312923,126.6653983,0.280981958,0.081439394,0.097488922,0.286869935,19
갈산역,37.5159563,126.7220297,0.350192251,0.021158854,0.082717873,0.211170878,136
갈산역,37.5155166,126.7238652,0.350192251,0.019301471,0.096011817,0.211170878,131
갈월산,37.5182182,126.7250669,0.350192251,0.040104167,0.093057607,0.211170878,10
경인로1024번길,37.4860513,126.7329939,0.350192251,0.133928571,0.163958641,0.284566662,20
고니샘,37.5044525,126.7323629,0.350192251,0.115885417,0.155096012,1,19
굴포천1차 복개,37.4947095,126.7204751,0.350192251,0.115885417,0.391432792,1,244
굴포천2차 복개,37.4983628,126.720527,0.350192251,0.101851852,0.17872969,1,300
굴포천4차,37.50591334,126.7202172,0.350192251,0.045717593,0.096011817,1,212
길주로339번길,37.50984136,126.6981245,0.350192251,0.494791667,0.062038405,0.443197618,27
남부고가,37.4890468,126.717625,0.350192251,0.326388889,0.196454948,1,30
남부역1길,37.48791539,126.7281473,0.350192251,0.090625,0.231905465,1,10
남새싹3길,37.488532,126.7193887,0.350192251,0.2421875,0.202363368,1,3
남새싹5길,37.48903538,126.720057,0.350192251,0.2421875,0.23338257,1,5
노랑다리,37.5026805,126.7003867,0.350192251,0.115885417,0.149187592,0.443197618,43
늘봄1길,37.48719899,126.7138465,0.350192251,0.494791667,0.131462334,1,5
대정(건축물),37.4562557,126.7052062,0.350192251,0.021158854,0.053175775,1,107
대정로,37.4955086,126.725712,0.350192251,0.073784722,0.571639586,1,11
동수천로53번길,37.4909186,126.7345005,0.350192251,0.133928571,0.125553914,0.284566662,10
동암역북광장,37.47138816,126.7016164,0.350192251,1,0.249630724,0.244484081,49
롯데백화점 입구,37.4941614,126.7219466,0.350192251,0.115885417,0.491875923,1,24
무지개아파트옆,37.50072123,126.7044694,0.350192251,0.073784722,0.066469719,0.443197618,13
백운남부1차,37.4807943,126.7103842,0.350192251,0.494791667,0.06351551,0.244484081,59
백운북광장,37.4846791,126.7087774,0.350192251,0.326388889,0.079763663,0.244484081,33
백운역북광장,37.4839258,126.7073091,0.350192251,0.326388889,0.072378139,0.244484081,28
부개1차,37.5041906,126.7387031,0.350192251,0.03,0.067946824,0.284566662,51
부개2차,37.50331799,126.7389097,0.350192251,0.022177419,0.067946824,0.284566662,49
부개3차,37.4973165,126.7386016,0.350192251,0.081439394,0.104874446,0.284566662,57
부개역,37.48937956,126.7396121,0.350192251,0.037698413,0.127031019,0.284566662,200
부원,37.4922763,126.7193542,0.350192251,0.115885417,0.280649926,1,112
부평3동,37.4860242,126.7082771,0.350192251,0.191666667,0.081240768,0.244484081,9
부평공원앞,37.4912321,126.7157897,0.350192251,0.494791667,0.122599705,0.443197618,71
부평구청(부설),37.5067667,126.7218573,0.350192251,0.045717593,0.101920236,1,334
부평구청역,37.50401235,126.7180036,0.350192251,0.067307692,0.113737075,1,75
부평구청역,37.5058342,126.7206155,0.350192251,0.045717593,0.104874446,1,434
부평깡시장,37.49867037,126.726853,0.350192251,0.157986111,0.317577548,1,128
부평문화로153번길,37.4948343,126.7329008,0.350192251,0.326388889,0.223042836,0.284566662,10
부평삼거리역,37.4777748,126.7095452,0.350192251,0.2421875,0.067946824,0.244484081,74
부평시장(건축물),37.4960046,126.7270041,0.350192251,0.081439394,0.543574594,1,185
부평시장대정,37.4971589,126.724511,0.350192251,0.081439394,0.440177253,1,105
부평시장로터리,37.49473428,126.7266282,0.350192251,0.101851852,0.558345643,1,33
부흥로,37.4981289,126.7252265,0.350192251,0.133928571,0.381093058,1,35
부흥로,37.49878151,126.7273663,0.350192251,0.157986111,0.29985229,1,13
부흥로터리,37.49709063,126.7310841,0.350192251,0.326388889,0.280649926,1,156
사랑샘공원,37.5204545,126.7358762,0.350192251,0.014227642,0.05465288,0.33228937,102
산곡배움2길,37.4934246,126.7060426,0.350192251,0.326388889,0.109305761,0.443197618,8
삼산1차,37.52120873,126.7423857,0.350192251,0.03,0.05760709,0.33228937,17
삼산2차,37.5214603,126.7429895,0.350192251,0.03,0.056129985,0.33228937,33
삼산3차,37.52222101,126.7438181,0.350192251,0.037698413,0.0605613,0.33228937,30
삼산4차,37.5201604,126.747595,0.350192251,0.031684028,0.033973412,0.33228937,17
삼산5차,37.5153623,126.7389306,0.350192251,0.022177419,0.042836041,0.33228937,37
삼산동(갈월),37.5198649,126.7387108,0.350192251,0.013081395,0.05760709,0.33228937,156
삼산해돋이,37.5169041,126.7334848,0.350192251,0.016173246,0.05760709,0.33228937,97
세월천골,37.5140228,126.6990182,0.350192251,0.326388889,0.039881832,0.246717133,19
세월천로,37.5124549,126.7092729,0.350192251,0.061755952,0.031019202,0.246717133,108
수변로 85번길,37.4945845,126.739602,0.350192251,0.326388889,0.091580502,0.284566662,29
시장로,37.49642821,126.7282033,0.350192251,0.090625,0.465288035,1,16
인천나비공원,37.5206653,126.6969866,0.350192251,0.073784722,0.016248154,0.246717133,108
일신동,37.48173752,126.7423648,0.350192251,0.067307692,0.141802068,0.064955128,6
장제로357번길,37.5180486,126.730564,0.350192251,0.009791667,0.082717873,0.211170878,10
주부토로,37.49751676,126.7251437,0.350192251,0.081439394,0.438700148,1,21
주부토로90번길,37.5028946,126.7283336,0.350192251,0.2421875,0.162481536,1,12
청수3길,37.5195081,126.7060609,0.350192251,0.191666667,0.1211226,0.246717133,6
청천2동,37.51473881,126.7051042,0.350192251,0.067307692,0.116691285,0.246717133,18
청천천,37.51639667,126.7199201,0.350192251,0.045717593,0.039881832,0.246717133,443
청천화물,37.5163897,126.7186209,0.350192251,0.045717593,0.023633678,0.246717133,97
충선로311번길,37.5162052,126.7339333,0.350192251,0.017650463,0.070901034,0.33228937,54
충선로311번길,37.5167307,126.7328554,0.350192251,0.016173246,0.0605613,0.33228937,55
코아타운,37.49765011,126.7220754,0.350192251,0.073784722,0.323485968,1,15
평천로 357번길,37.51805671,126.7301512,0.350192251,0.009791667,0.082717873,0.211170878,10
화랑남로5번길,37.49272593,126.7052534,0.350192251,0.157986111,0.103397341,0.443197618,18
화랑로,37.4936086,126.702259,0.350192251,0.494791667,0.103397341,0.443197618,54
효자2길,37.4870571,126.716656,0.350192251,0.494791667,0.093057607,1,6
희망천2지구,37.48201366,126.7136039,0.350192251,0.494791667,0.042836041,1,32
희망천3지구,37.48076132,126.7173588,0.350192251,1,0.010339734,1,73
강남시장(장터)주차장,37.51188318,126.6713453,0.646554274,0.056944444,0.220088626,0.325211016,100
검단1주차장,37.60196626,126.6616316,0.646554274,0.027006173,0.051698671,0.108281954,67
검단2주차장,37.59210015,126.6746299,0.646554274,0.022177419,0.001477105,0.144305717,64
검단3주차장,37.601591,126.662121,0.646554274,0.022177419,0.041358936,0.201620718,102
고산후(검단6)주차장,37.59299251,126.6953696,0.646554274,0.01108156,0.022156573,0.144305717,47
당하두루누리(검단7)주차장,37.5873475,126.676071,0.646554274,0.022177419,0.007385524,0.144305717,39
서곶누리주차장,37.54697255,126.6723554,0.646554274,0.03,0.155096012,0.258991896,68
서구청1주차장(주차타워),37.54606825,126.675941,0.646554274,0.033514493,0.1816839,0.258991896,351
서구청2주차장,37.544961,126.675341,0.646554274,0.03,0.171344165,0.258991896,10
석남2주차장,37.5033995,126.6718196,0.646554274,0.040104167,0.166912851,0.325211016,94
석남3주차장,37.501098,126.675313,0.646554274,0.090625,0.149187592,0.325211016,24
석남4주차장,37.5109009,126.6748921,0.646554274,0.049019608,0.199409158,0.325211016,26
석남5주차장,37.51067996,126.6743275,0.646554274,0.056944444,0.203840473,0.325211016,95
완정네공영(검단4)주차장,37.59431766,126.6735425,0.646554274,0.004442402,0.00295421,0.108281954,29
완정미소(검단5)주차장,37.5944651,126.675211,0.646554274,0.005621693,0.00295421,0.108281954,49
인천축산물시장주차장,37.478241,126.6874532,0.646554274,0.081439394,0.010339734,0.371753999,58
정서진중앙시장주차장,37.5189583,126.6773643,0.646554274,0.191666667,0.125553914,0.293358426,78
코스모나눔주차장,37.48615398,126.677881,0.646554274,0.2421875,0.038404727,0.371753999,18
그린타워주차장,37.415099,126.679605,0.611949127,0.016891892,0.042836041,0.372877547,57
늘봄공원,37.41319988,126.6785372,0.611949127,0.01108156,0.038404727,0.372877547,65
능허리주차장,37.414148,126.671955,0.611949127,0.133928571,0.025110783,0.302276589,22
동 춘 동,37.407747,126.6715439,0.611949127,0.02020202,0.017725258,0.302276589,104
동춘교하부공간주차장,37.41300787,126.6639951,0.611949127,0.133928571,0.005908419,0.302276589,17
두리공원주차장,37.424023,126.695464,0.611949127,0.061755952,0.026587888,0.107017963,37
문남공원 일원,37.424258,126.677279,0.611949127,0.073784722,0.008862629,0.372877547,18
문학장미공원주차장,37.42685707,126.679109,0.611949127,0.326388889,0.005908419,0.372877547,85
박물관길 주차장,37.420646,126.6539225,0.611949127,0.115885417,0.100443131,0.220678904,44
상륙작전기념관주차장,37.424438,126.6971542,0.611949127,0.067307692,0.038404727,0.107017963,43
샘말공원지하주차장,37.414036,126.680404,0.611949127,0.016891892,0.036927622,0.372877547,72
송도로타리주차장,37.418305,126.650527,0.611949127,0.157986111,0.116691285,0.220678904,15
송도역 주차장(환승주차장),37.429218,126.654847,0.611949127,0.090625,0.038404727,0.220678904,158
송도컨벤시아 주차장,37.3881431,126.6455531,0.611949127,0.019301471,0.044313146,0.97950929,1157
시립박물관주변,37.4218346,126.6524034,0.611949127,0.081439394,0.090103397,0.220678904,24
시립박물관주변주차장,37.421309,126.652171,0.611949127,0.115885417,0.096011817,0.220678904,24
앵고개로 기업은행 일원,37.408315,126.671248,0.611949127,0.02020202,0.016248154,0.302276589,132
연수 벚꽃로 공영주차장,37.417025,126.679501,0.611949127,0.019301471,0.045790251,0.372877547,117
연수공영주차장(연수3동주차장),37.422757,126.697429,0.611949127,0.052734375,0.038404727,0.372877547,222
연수동 함박마을 주변,37.425836,126.6835104,0.611949127,0.115885417,0.005908419,0.372877547,314
연수역 주차장(환승주차장),37.41861634,126.678183,0.611949127,0.024425287,0.039881832,0.372877547,121
연수역남부공영주차장,37.41935999,126.6758358,0.611949127,0.037698413,0.041358936,0.170372035,170
연수역북부공영주차장,37.41909456,126.6773686,0.611949127,0.024425287,0.044313146,0.372877547,95
옥련동 백산1차아파트 주변,37.424224,126.646247,0.611949127,0.012547348,0.062038405,0.220678904,25
옥련동 송학둥지아파트 주변,37.42924938,126.6490593,0.611949127,0.191666667,0.019202363,0.220678904,32
옥련동 재래시장주차장,37.424227,126.644869,0.611949127,0.014227642,0.05465288,0.220678904,38
옥련동 호불사 입구 주변 주차장,37.423264,126.657391,0.611949127,0.061755952,0.039881832,0.220678904,23
옥련동 호불사 주변,37.424114,126.657879,0.611949127,0.042763158,0.045790251,0.220678904,26
옥련동공영주차장(1),37.425263,126.655194,0.611949127,0.042763158,0.05760709,0.220678904,20
옥련동복개천주차장,37.418449,126.653199,0.611949127,0.157986111,0.116691285,0.220678904,125
원인재역 주차장(환승주차장),37.41343022,126.6865335,0.611949127,0.03,0.007385524,0.372877547,46
제10공영주차장(송도),37.39569853,126.6485745,0.611949127,0.002057613,0,0.97950929,34
제11공영주차장(송도),37.39535386,126.6482212,0.611949127,0.000810185,0,0.97950929,34
제12공영주차장(송도),37.39697211,126.646864,0.611949127,0.00093633,0,0.97950929,25
제13공영주차장(송도),37.396612,126.646466,0.611949127,0.001065341,0,0.97950929,29
제14공영주차장(송도),37.39370055,126.6454937,0.611949127,0,0,0.97950929,68
제1공영주차장(송도),37.3796805,126.6450791,0.611949127,0.019301471,0.044313146,0.97950929,278
제2공영주차장(송도),37.38653543,126.6510987,0.611949127,0.133928571,0,0.97950929,41
제3공영주차장(송도),37.38505558,126.6497293,0.611949127,0.061755952,0,0.97950929,50
제4공영주차장(송도),37.38760223,126.6450931,0.611949127,0.027006173,0.044313146,0.97950929,72
제5공영주차장(송도),37.385323,126.643226,0.611949127,0.03,0.044313146,0.97950929,72
제6공영주차장(송도),37.37872461,126.6430757,0.611949127,0.027006173,0,0.97950929,70
제7공영주차장(송도),37.3759514,126.6450903,0.611949127,0.007309942,0,0.97950929,69
제8공영주차장(송도),37.37978895,126.6376618,0.611949127,0.133928571,0,0.97950929,82
제9공영주차장(송도),37.3803676,126.6379787,0.611949127,0.133928571,0,0.97950929,82
제9공영주차장(송도),37.39799114,126.6501476,0.611949127,0.003237613,0,0.97950929,60
청학공영주차장(1),37.42665823,126.6661793,0.611949127,0.012547348,0.038404727,0.170372035,68
청학공영주차장(2),37.427204,126.662712,0.611949127,0.090625,0.051698671,0.170372035,113
청학공영주차장(3),37.424116,126.6651341,0.611949127,0.022177419,0.032496307,0.170372035,26
청학동 안골마을 주변,37.42932291,126.661941,0.611949127,0.133928571,0.033973412,0.170372035,762
청학동공영주차장(4),37.42714028,126.6644002,0.611949127,0.027006173,0.044313146,0.170372035,95
함박로 주차장,37.425602,126.684683,0.611949127,0.115885417,0.010339734,0.372877547,89
함박마을공영주차장,37.426079,126.6829999,0.611949127,0.115885417,0.005908419,0.372877547,128
함박뫼로 50번길 일원,37.421424,126.6737788,0.611949127,0.067307692,0.026587888,0.372877547,60
흥륜사 주차장,37.417162,126.659299,0.611949127,1,0.038404727,0.220678904,40
가래칠기 해변 주차장,37.6789466,125.685415,0,1,0,0.012007921,7
공설묘지 주차장,37.2694483,126.2858168,0,1,0,0,10
구리동 해변 주차장,37.67962253,125.7138576,0,1,0.001477105,0.012007921,34
내5리공영주차장,37.25817425,126.5003198,0,0.494791667,0.016248154,0.044394197,47
능동자갈마당 주차장,37.26392157,126.1026927,0,1,0,0.008468744,37
달바위 선착장 주차장,37.2447676,126.3177428,0,1,0.005908419,0,39
당섬 선착장 주차장,37.65482617,125.7124629,0,1,0,0.012007921,208
대청리 노상주차장,37.82528068,124.7177875,0,1,0.026587888,0.002471806,55
두무진 주차장,37.97380699,124.6196413,0,1,0.005908419,0.03327107,40
등대공원 주차장,37.67710332,125.6851891,0,1,0,0.012007921,22
망향공원 주차장,37.67206224,125.7107778,0,1,0.00295421,0.012007921,7
바다역 주차장,37.22689175,126.1543771,0,1,0.004431315,0.008468744,34
밧지름주차장,37.21493446,126.1394484,0,1,0.004431315,0.008468744,74
백령공영주차장,37.97139999,124.7170132,0,1,0.066469719,0.03327107,60
북포리 공영주차장,37.95965383,124.6645798,0,1,0.029542097,0.03327107,55
사곶해변 주차장,37.95163121,124.7214044,0,1,0.005908419,0.03327107,62
서포리 해변 주차장,37.22237148,126.117697,0,1,0.045790251,0.008468744,80
소야도 떼뿌루 해변 주차장,37.21256403,126.1758186,0,1,0.00295421,0.008468744,34
승봉리 선착장 주차장,37.17004585,126.2918003,0,1,0,0,15
신도 선착장 주차장,37.51467352,126.4385472,0,1,0.005908419,0.001278036,60
심청각 주차장,37.97709554,124.717405,0,1,0.004431315,0.03327107,30
십리포A주차장,37.28146822,126.4864755,0,0.326388889,0.017725258,0.044394197,190
십리포B주차장,37.2803552,126.4833123,0,0.326388889,0.020679468,0.044394197,160
영흥면사무소 주차장,37.25609956,126.4833427,0,1,0.014771049,0.044394197,48
옹암 해변 주차장,37.5299513,126.3726811,0,1,0.005908419,0.001278036,20
외1리공영주차장,37.237823,126.4576924,0,1,0.001477105,0.044394197,70
용기포 신항 주차장(건물식),37.95578034,124.7349257,0,1,0.004431315,0.03327107,91
용트림 바위 주차장,37.9208089,124.6747951,0,1,0,0.03327107,20
이작1리 부아산 주차장,37.17795983,126.2608045,0,1,0,0,6
이작1리 선착장 주차장,37.1780449,126.2473986,0,1,0,0,32
이작1리 큰풀안 주차장,37.16986457,126.262931,0,1,0,0,25
이작2리 선착장 주차장,37.1816345,126.2424839,0,1,0.00295421,0,13
자월면사무소 주차장,37.25406432,126.3071493,0,1,0.010339734,0,20
작은풀안 해변 주차장,37.17141194,126.258568,0,1,0.001477105,0,30
잔두항공영주차장(건물식),37.25522135,126.4966115,0,0.494791667,0.011816839,0.044394197,177
장경리주차장,37.27252518,126.452428,0,0.157986111,0.035450517,0.044394197,304
장골 해변 주차장,37.24987912,126.3133174,0,1,0.005908419,0,10
장봉 선착장 주차장,37.53103758,126.3847081,0,1,0.001477105,0.001278036,10
종합운동장 주차장,37.26503771,126.4465617,0,0.326388889,0.014771049,0.044394197,80
지두리 해변 제2주차장,37.82174488,124.683203,0,1,0,0.002471806,24
콩돌해안 주차장,37.92690978,124.701788,0,1,0,0.03327107,15
테니스장 주차장,37.66058334,125.7052585,0,1,0.036927622,0.012007921,8
BBS임시공영주차장,37.46995666,126.6335161,0.197870453,0.133928571,0.574593796,0.017653751,16
개항로53번길노상주차장,37.47308103,126.6287566,0.197870453,0.494791667,0.979320532,0.04020898,4
개항로제1노상주차장,37.47083943,126.6230974,0.197870453,0.081439394,0.583456425,0.029745938,21
개항로제2노상주차장,37.47247394,126.6282441,0.197870453,0.157986111,1,0.04020898,24
경동공영주차장,37.47153624,126.6308467,0.197870453,1,0.82717873,0.04020898,57
경동식당앞공영주차장,37.47283289,126.6323191,0.197870453,1,0.751846381,0.04020898,17
공감마을 제1,37.4692074,126.6286006,0.197870453,0.073784722,0.787296898,0.029745938,4
공감마을 제2,37.46682825,126.632925,0.197870453,0.101851852,0.329394387,0.080895468,13
공항신도시 공영주차장,37.49428854,126.481847,0.197870453,0.090625,0,0.26074744,224
구양조장공영주차장,37.4655811,126.6380357,0.197870453,0.133928571,0.330871492,0.080895468,37
구인천여고공영주차장,37.47711266,126.6295009,0.197870453,0.2421875,0.521418021,0.029745938,102
기독병원뒤공영주차장,37.4708464,126.6326953,0.197870453,0.494791667,0.723781388,0.017653751,25
내동공영주차장,37.472221,126.6270319,0.197870453,0.101851852,0.973412112,0.029745938,59
노인복지회관앞공영주차장,37.4674203,126.6337607,0.197870453,0.101851852,0.378138848,0.080895468,10
누들플랫폼공영주차장,37.4725381,126.6235252,0.197870453,0.081439394,0.64549483,0.029745938,27
눈돌마을,37.49272936,126.4845079,0.197870453,0.035511364,0,0.26074744,57
도 원 역,37.46703827,126.6415384,0.197870453,0.115885417,0.373707533,0.021333371,60
도산로21번길노상주차장,37.46827128,126.6385788,0.197870453,0.326388889,0.329394387,0.021333371,18
도산로22번길노상주차장,37.46682286,126.6375323,0.197870453,0.157986111,0.342688331,0.021333371,6
도산로노상주차장,37.46799259,126.6370202,0.197870453,0.157986111,0.355982275,0.021333371,3
도원로10번길제1노상주차장,37.4655985,126.6366882,0.197870453,0.191666667,0.329394387,0.080895468,8
도원로10번길제2노상주차장,37.46637847,126.6383528,0.197870453,0.133928571,0.345642541,0.021333371,6
도원로14번길노상주차장,37.46553162,126.6372085,0.197870453,0.191666667,0.314623338,0.080895468,6
도원로20번길노상주차장,37.46578078,126.6373655,0.197870453,0.157986111,0.339734121,0.080895468,9
도원로26번길노상주차장,37.46559035,126.6384956,0.197870453,0.133928571,0.339734121,0.021333371,16
도원로45번길노상주차장,37.46892658,126.6371966,0.197870453,0.494791667,0.35155096,0.021333371,8
도원로56번길노상주차장,37.46914317,126.6384887,0.197870453,0.326388889,0.388478582,0.021333371,6
도원로제1노상주차장,37.46660835,126.6369229,0.197870453,0.157986111,0.364844904,0.080895468,43
도원로제2노상주차장,37.4700272,126.6388281,0.197870453,0.157986111,0.370753323,0.017653751,86
도원서길노상주차장,37.4704239,126.6377365,0.197870453,0.2421875,0.457902511,0.017653751,9
도원서길제2노상주차장,37.46842419,126.6367333,0.197870453,0.494791667,0.366322009,0.017653751,5
동 인 천,37.47370482,126.6323078,0.197870453,0.494791667,0.76661743,0.029745938,75
동인천삼치거리공영주차장,37.47507754,126.6287196,0.197870453,0.494791667,0.747415066,0.04020898,40
동화마을공영주차장,37.47902422,126.6186244,0.197870453,0.2421875,0.17872969,0.029745938,100
라이언경로당앞공영주차장,37.47809317,126.6149164,0.197870453,0.2421875,0.147710487,0.043045939,16
매소홀로노상주차장,37.46509549,126.6360214,0.197870453,0.191666667,0.307237814,0.080895468,44
무의(광명항) 공영주차장,37.37915292,126.4329017,0.197870453,1,0,0.02807466,180
미산우드공영주차장,37.45058625,126.6004817,0.197870453,0.2421875,0.109305761,0.029745938,19
민방위교육장앞공영주차장,37.46812412,126.6288399,0.197870453,0.101851852,0.534711965,0.029745938,6
백 령 골,37.501174,126.489331,0.197870453,0.494791667,0,0.26074744,29
백 령 길,37.496994,126.4902743,0.197870453,0.115885417,0,0.26074744,20
보각선원아래공영주차장,37.46890033,126.6407154,0.197870453,0.2421875,0.373707533,0.021333371,12
보건환경연구원뒤공영주차장,37.46836472,126.6338126,0.197870453,0.101851852,0.429837518,0.080895468,22
서해대로209번길제1노상주차장,37.44800115,126.622109,0.197870453,0.326388889,0.010339734,0.029745938,28
서해대로30번길노상주차장,37.43303678,126.6197392,0.197870453,0.326388889,0.005908419,0.080895468,46
서해대로449번길노상주차장,37.4664395,126.6335959,0.197870453,0.073784722,0.311669129,0.080895468,5
서해대로449번길제2노상주차장,37.46662097,126.6340065,0.197870453,0.073784722,0.332348597,0.080895468,5
서해대로464번길,37.46770767,126.6357827,0.197870453,0.090625,0.336779911,0.080895468,5
서해대로483번길노상주차장,37.47216051,126.6340563,0.197870453,0.494791667,0.644017725,0.04020898,25
서해대로494번길노상주차장,37.46935734,126.6366383,0.197870453,0.494791667,0.457902511,0.017653751,10
서해대로497번길노상주차장,37.47070157,126.6366137,0.197870453,0.2421875,0.429837518,0.017653751,5
서해대로500번길노상주차장,37.47032492,126.6371898,0.197870453,0.2421875,0.481536189,0.017653751,16
서해대로제1노상주차장,37.44218438,126.61728,0.197870453,1,0.00295421,0.029745938,46
서해대로제3노상주차장,37.44442351,126.6222218,0.197870453,1,0.00295421,0.080895468,17
서해대로제3노상주차장,37.44307764,126.6231146,0.197870453,1,0.00295421,0.080895468,47
성공회아래공영주차장,37.47353416,126.6277612,0.197870453,0.494791667,0.967503693,0.04020898,15
신포동공영주차장,37.4705883,126.6237378,0.197870453,0.090625,0.621861152,0.029745938,71
신포로15번길제1노상주차장,37.47232356,126.6206165,0.197870453,0.067307692,0.509601182,0.029745938,19
신포로15번길제2노상주차장,37.47248808,126.6224741,0.197870453,0.073784722,0.58493353,0.029745938,22
신포로23번길제1노상주차장,37.47205911,126.6224446,0.197870453,0.073784722,0.58788774,0.029745938,26
신포로35번길노상주차장,37.47318976,126.6232574,0.197870453,0.073784722,0.64254062,0.029745938,14
신포로35번길제2노상주차장,37.47427289,126.6216015,0.197870453,0.067307692,0.446085672,0.029745938,13
신포로35번길제3노상주차장,37.47249269,126.6250516,0.197870453,0.081439394,0.778434269,0.029745938,3
신포로35번길제4노상주차장,37.47329178,126.6236051,0.197870453,0.073784722,0.635155096,0.029745938,19
신포로39번길노상주차장,37.4728737,126.6247332,0.197870453,0.081439394,0.765140325,0.029745938,9
신포로노상주차장,37.47464348,126.6270758,0.197870453,0.2421875,0.762186115,0.04020898,10
신포제2공영주차장,37.47076338,126.6275291,0.197870453,0.101851852,0.864106352,0.029745938,37
